table_name,table_schema,column_name,data_type
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,senior_sc_manager_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,operations_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,cat_forecaster_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,cat_supply_analyst_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,combined_series_cd,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,record_id,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,combined_series_name,character varying
subcat_daily_hist_link,sainsbury,source_insert_ts,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,group_name,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,volumetric_uom_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,responsibility_group_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,trading_domain_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,trading_business_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,unique_segment_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,lifecycle_status,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,storage_type,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,dq_audit,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,average_unit_weight_uom_cd,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,effective_from_ts,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,shelf_life_in_days,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,batch_id,character varying
subcat_daily_hist_link,sainsbury,dq_audit,character varying
subcat_daily_hist_link,sainsbury,technical_metadata,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,service_item_flag,character varying
subcat_daily_hist_link,sainsbury,source_filename,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,department_manager_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,hfss_packaging_type_desc,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,hfss_master_flag,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,job_name,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,item_nk2,character varying
item_packaging_component_link,sainsbury,item_spec_nk3,character varying
item_packaging_component_link,sainsbury,item_nk1,character varying
item_packaging_component_link,sainsbury,item_nk2,character varying
